epoch,train_loss,val_accuracy,epoch_time_sec
1,0.4907096331882267,0.8966376089663761,8.855272959001013
2,0.23395117941087204,0.9240348692403487,5.879655334007111
3,0.17275608377604412,0.9476961394769614,5.904700792001677
4,0.14529058205730774,0.9539227895392279,5.97060645800957
5,0.12234808550048977,0.9613947696139477,5.98173641700123
