epoch,train_loss,val_accuracy,epoch_time_sec
1,0.26373219004908083,0.9539227895392279,10.010884957999224
2,0.09690414018490735,0.9713574097135741,6.754961500002537
3,0.08295823281766222,0.9788293897882939,5.844127749995096
4,0.06639583382817625,0.9613947696139477,5.838425291003659
5,0.05968870866262114,0.9838107098381071,5.866013915991061
