epoch,train_loss,val_accuracy,epoch_time_sec
1,0.4879632336926858,0.8281444582814446,8.846785292000277
2,0.2573036865154577,0.912826899128269,5.9201206660072785
3,0.2052136578249384,0.9277708592777086,5.91650550000486
4,0.17736398178138385,0.9327521793275217,5.979039750003722
5,0.15498743485395697,0.9227895392278954,6.013255500001833
