epoch,train_loss,val_accuracy,epoch_time_sec
1,0.33038398473001795,0.937733499377335,8.857189375004964
2,0.12622337210390244,0.9526774595267746,5.706299458994181
3,0.09936937036830024,0.9439601494396015,5.73543741699541
4,0.08448675460703307,0.937733499377335,5.809779666000395
5,0.07342378273442242,0.9601494396014943,5.830639000007068
