epoch,train_loss,val_accuracy,epoch_time_sec
1,0.3719305391111401,0.9016189290161893,8.958210790995508
2,0.14817097242165753,0.9539227895392279,5.881425041996408
3,0.10958457135130452,0.9090909090909091,5.954121083996142
4,0.09261421816609272,0.9576587795765878,6.011347041989211
5,0.07822300427273671,0.9613947696139477,6.00385149999056
