epoch,train_loss,val_accuracy,epoch_time_sec
1,0.2517358830755857,0.9638854296388543,8.860072791998391
2,0.10681555040483019,0.9676214196762142,5.810520707993419
3,0.08649153402412077,0.9763387297633873,5.8679229999979725
4,0.06092197758202172,0.9775840597758406,5.898776957998052
5,0.057288934898830204,0.9364881693648817,5.8932028749986785
